INFO 2025-11-07 15:51:08,638 autoreload 118928 118932 Watching for file changes with StatReloader
INFO 2025-11-07 15:52:10,998 basehttp 118928 124960 "GET /static/offlinejs/bootstrap.bundle.min.js HTTP/1.1" 200 80721
INFO 2025-11-07 15:52:11,006 basehttp 118928 124960 "GET /static/bootstrap%20css/fontawesome-free-7.1.0-web/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 113152
INFO 2025-11-07 15:52:11,009 basehttp 118928 124688 "GET /media/profile_images/shoyebdp2.jpg HTTP/1.1" 200 16264
WARNING 2025-11-07 15:52:11,550 basehttp 118928 124688 "GET /favicon.ico HTTP/1.1" 404 6837
INFO 2025-11-07 15:52:17,691 views 118928 124688 Adding new patient - User: shoyeb
INFO 2025-11-07 15:52:17,717 basehttp 118928 124688 "GET /patient/add/ HTTP/1.1" 200 43877
INFO 2025-11-07 15:52:17,736 basehttp 118928 124960 "GET /static/css/form-style.css HTTP/1.1" 200 3178
INFO 2025-11-07 15:52:17,740 basehttp 118928 124688 "GET /media/profile_images/shoyebdp2.jpg HTTP/1.1" 304 0
INFO 2025-11-07 15:52:29,555 basehttp 118928 124688 "GET /patient/view/ HTTP/1.1" 200 19677
INFO 2025-11-07 15:52:29,575 basehttp 118928 124960 "GET /static/css/lab_list.css HTTP/1.1" 200 4353
INFO 2025-11-07 15:52:29,579 basehttp 118928 124688 "GET /media/profile_images/shoyebdp2.jpg HTTP/1.1" 304 0
INFO 2025-11-07 15:52:32,353 views 118928 124688 Generating report for patient 53
INFO 2025-11-07 15:52:32,369 basehttp 118928 124688 "GET /patient/report/53/ HTTP/1.1" 200 27836
INFO 2025-11-07 15:52:32,391 basehttp 118928 124688 "GET /media/profile_images/shoyebdp2.jpg HTTP/1.1" 304 0
INFO 2025-11-07 15:52:32,398 basehttp 118928 124960 "GET /static/css/generate_report.css HTTP/1.1" 200 4917
INFO 2025-11-07 15:52:35,002 basehttp 118928 124960 "GET /patient/print-test-report/53/ HTTP/1.1" 200 10241
INFO 2025-11-07 15:52:35,061 basehttp 118928 124960 "GET /static/images/sig1.png HTTP/1.1" 200 1144899
INFO 2025-11-07 15:52:43,396 views 118928 124960 Dashboard accessed by user: shoyeb
INFO 2025-11-07 15:52:43,408 basehttp 118928 124960 "GET /accounts/dashboard/ HTTP/1.1" 200 50425
INFO 2025-11-07 15:52:43,441 basehttp 118928 124960 "GET /static/images/lab.png HTTP/1.1" 304 0
INFO 2025-11-07 15:52:43,446 basehttp 118928 124688 "GET /media/profile_images/shoyebdp2.jpg HTTP/1.1" 304 0
INFO 2025-11-07 15:52:50,417 basehttp 118928 124688 "GET /accounts/export/doctors/ HTTP/1.1" 200 5642
INFO 2025-11-07 17:42:38,603 autoreload 268300 268304 Watching for file changes with StatReloader
INFO 2025-11-07 17:43:23,414 autoreload 269188 269192 Watching for file changes with StatReloader
INFO 2025-11-07 17:43:25,309 basehttp 269188 9624 "GET / HTTP/1.1" 302 0
INFO 2025-11-07 17:43:25,744 basehttp 269188 9624 "GET /accounts/login/ HTTP/1.1" 200 2734
INFO 2025-11-07 17:43:25,780 basehttp 269188 9624 "GET /static/css/login.css HTTP/1.1" 304 0
INFO 2025-11-07 17:43:25,796 basehttp 269188 22228 "GET /static/images/lab.png HTTP/1.1" 304 0
INFO 2025-11-07 17:43:25,796 basehttp 269188 9624 "GET /static/css/register.css HTTP/1.1" 304 0
WARNING 2025-11-07 17:43:25,843 basehttp 269188 269328 "GET /accounts/login/js/login.js HTTP/1.1" 404 11169
INFO 2025-11-07 17:43:26,156 basehttp 269188 269328 "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-07 17:43:26,159 basehttp 269188 269328 "GET /accounts/login/ HTTP/1.1" 200 2734
INFO 2025-11-07 17:43:58,686 basehttp 269188 272564 "GET /accounts/login/ HTTP/1.1" 200 2734
WARNING 2025-11-07 17:43:58,730 basehttp 269188 272616 "GET /accounts/login/js/login.js HTTP/1.1" 404 11169
INFO 2025-11-07 17:43:58,731 basehttp 269188 272568 "GET /static/css/register.css HTTP/1.1" 200 1139
INFO 2025-11-07 17:43:58,732 basehttp 269188 272564 "GET /static/css/login.css HTTP/1.1" 200 5172
INFO 2025-11-07 17:43:58,736 basehttp 269188 272612 "GET /static/images/lab.png HTTP/1.1" 200 944123
INFO 2025-11-07 17:44:00,423 basehttp 269188 272612 "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-07 17:44:00,428 basehttp 269188 272612 "GET /accounts/login/ HTTP/1.1" 200 2734
INFO 2025-11-07 17:44:09,971 views 269188 272612 Login attempt for user: nadim
INFO 2025-11-07 17:44:10,301 views 269188 272612 Successful login for user: nadim
INFO 2025-11-07 17:44:10,306 basehttp 269188 272612 "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2025-11-07 17:44:10,314 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:10,476 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51396
INFO 2025-11-07 17:44:10,504 basehttp 269188 5964 "GET /static/css/changepass.css HTTP/1.1" 200 2209
INFO 2025-11-07 17:44:10,505 basehttp 269188 272616 "GET /static/css/index.css HTTP/1.1" 200 3909
INFO 2025-11-07 17:44:10,508 basehttp 269188 9960 "GET /static/css/base.css HTTP/1.1" 200 3413
INFO 2025-11-07 17:44:10,508 basehttp 269188 272564 "GET /static/bootstrap%20css/fontawesome-free-7.1.0-web/css/all.min.css HTTP/1.1" 200 74320
INFO 2025-11-07 17:44:10,510 basehttp 269188 272612 "GET /static/bootstrap%20css/bootstrap.min.css HTTP/1.1" 200 232803
INFO 2025-11-07 17:44:10,552 basehttp 269188 272568 "GET /static/offlinejs/chart.js HTTP/1.1" 200 208522
INFO 2025-11-07 17:44:10,571 basehttp 269188 272568 "GET /static/images/nadimdp.jpg HTTP/1.1" 200 15675
INFO 2025-11-07 17:44:10,577 basehttp 269188 272564 "GET /static/js/index.js HTTP/1.1" 200 2062
INFO 2025-11-07 17:44:10,577 basehttp 269188 9960 "GET /static/js/changepass.js HTTP/1.1" 200 709
INFO 2025-11-07 17:44:10,583 basehttp 269188 272616 "GET /static/bootstrap%20css/fontawesome-free-7.1.0-web/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 113152
INFO 2025-11-07 17:44:10,596 basehttp 269188 272612 "GET /static/offlinejs/bootstrap.bundle.min.js HTTP/1.1" 200 80721
WARNING 2025-11-07 17:44:11,303 basehttp 269188 272612 "GET /favicon.ico HTTP/1.1" 404 6837
INFO 2025-11-07 17:44:18,868 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:18,880 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51160
INFO 2025-11-07 17:44:27,216 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:27,232 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51160
INFO 2025-11-07 17:44:28,034 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:28,046 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51160
INFO 2025-11-07 17:44:28,625 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:28,637 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51160
INFO 2025-11-07 17:44:29,143 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:29,152 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51160
INFO 2025-11-07 17:44:29,713 views 269188 272612 Dashboard accessed by user: nadim
INFO 2025-11-07 17:44:29,726 basehttp 269188 272612 "GET /accounts/dashboard/ HTTP/1.1" 200 51160
INFO 2025-11-07 17:44:32,753 views 269188 272612 Creating new lab - User: nadim
INFO 2025-11-07 17:44:32,783 basehttp 269188 272612 "GET /labs/add/ HTTP/1.1" 200 17878
INFO 2025-11-07 17:44:32,804 basehttp 269188 272612 "GET /static/css/form-style.css HTTP/1.1" 200 3178
INFO 2025-11-07 17:45:13,812 views 269188 272612 Creating new lab - User: nadim
INFO 2025-11-07 17:45:13,819 views 269188 272612 Lab created successfully - ID: 1
INFO 2025-11-07 17:45:13,821 basehttp 269188 272612 "POST /labs/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:45:13,828 views 269188 272612 Accessing lab list - User: nadim
INFO 2025-11-07 17:45:13,854 basehttp 269188 272612 "GET /labs/ HTTP/1.1" 200 16578
INFO 2025-11-07 17:45:13,884 basehttp 269188 272612 "GET /static/css/lab_list.css HTTP/1.1" 200 4353
INFO 2025-11-07 17:45:42,043 basehttp 269188 272612 "GET /accounts/view/ HTTP/1.1" 200 16237
INFO 2025-11-07 17:45:44,566 basehttp 269188 272612 "GET /accounts/User_edit/1/ HTTP/1.1" 200 22768
INFO 2025-11-07 17:45:44,590 basehttp 269188 272612 "GET /static/css/dropdown.css HTTP/1.1" 200 3269
INFO 2025-11-07 17:46:20,824 basehttp 269188 272612 "POST /accounts/User_edit/1/ HTTP/1.1" 302 0
INFO 2025-11-07 17:46:20,839 basehttp 269188 272612 "GET /accounts/view/ HTTP/1.1" 200 16530
INFO 2025-11-07 17:46:34,612 views 269188 272612 Adding new doctor - User: nadim
INFO 2025-11-07 17:46:34,642 basehttp 269188 272612 "GET /doctor/add/ HTTP/1.1" 200 17571
INFO 2025-11-07 17:47:17,217 views 269188 272612 Adding new doctor - User: nadim
INFO 2025-11-07 17:47:17,223 views 269188 272612 Doctor created successfully - ID: 1, Name: Dr. Amin Shaikh
INFO 2025-11-07 17:47:17,225 basehttp 269188 272612 "POST /doctor/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:47:17,260 basehttp 269188 272612 "GET /doctor/view/ HTTP/1.1" 200 16696
INFO 2025-11-07 17:47:36,323 views 269188 272612 User 'nadim' is creating a new department.
INFO 2025-11-07 17:47:36,347 basehttp 269188 272612 "GET /tests/departments/add/ HTTP/1.1" 200 16020
INFO 2025-11-07 17:47:42,987 views 269188 272612 User 'nadim' is creating a new department.
INFO 2025-11-07 17:47:42,993 views 269188 272612 Department 'Department 1' created successfully (ID: 1).
INFO 2025-11-07 17:47:42,994 basehttp 269188 272612 "POST /tests/departments/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:47:43,001 views 269188 272612 User 'nadim' accessed department list.
INFO 2025-11-07 17:47:43,028 basehttp 269188 272612 "GET /tests/departments/ HTTP/1.1" 200 16844
INFO 2025-11-07 17:47:44,414 views 269188 272612 User 'nadim' is creating a new department.
INFO 2025-11-07 17:47:44,418 basehttp 269188 272612 "GET /tests/departments/add/ HTTP/1.1" 200 16020
INFO 2025-11-07 17:47:53,863 views 269188 272612 User 'nadim' is creating a new department.
INFO 2025-11-07 17:47:53,869 views 269188 272612 Department 'Department 2' created successfully (ID: 2).
INFO 2025-11-07 17:47:53,871 basehttp 269188 272612 "POST /tests/departments/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:47:53,880 views 269188 272612 User 'nadim' accessed department list.
INFO 2025-11-07 17:47:53,886 basehttp 269188 272612 "GET /tests/departments/ HTTP/1.1" 200 17757
INFO 2025-11-07 17:48:03,997 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:04,027 basehttp 269188 272612 "GET /tests/groups/add/ HTTP/1.1" 200 16581
INFO 2025-11-07 17:48:16,179 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:16,185 views 269188 272612 Test group 'Group 1' created successfully.
INFO 2025-11-07 17:48:16,187 basehttp 269188 272612 "POST /tests/groups/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:48:16,196 views 269188 272612 User 'nadim' accessed test group list.
INFO 2025-11-07 17:48:16,220 basehttp 269188 272612 "GET /tests/groups/view/ HTTP/1.1" 200 16520
INFO 2025-11-07 17:48:17,902 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:17,906 basehttp 269188 272612 "GET /tests/groups/add/ HTTP/1.1" 200 16581
INFO 2025-11-07 17:48:24,540 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:24,547 views 269188 272612 Test group 'Group 2' created successfully.
INFO 2025-11-07 17:48:24,548 basehttp 269188 272612 "POST /tests/groups/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:48:24,556 views 269188 272612 User 'nadim' accessed test group list.
INFO 2025-11-07 17:48:24,563 basehttp 269188 272612 "GET /tests/groups/view/ HTTP/1.1" 200 17181
INFO 2025-11-07 17:48:27,735 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:27,740 basehttp 269188 272612 "GET /tests/groups/add/ HTTP/1.1" 200 16581
INFO 2025-11-07 17:48:34,966 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:34,972 views 269188 272612 Test group 'Group 3' created successfully.
INFO 2025-11-07 17:48:34,973 basehttp 269188 272612 "POST /tests/groups/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:48:34,981 views 269188 272612 User 'nadim' accessed test group list.
INFO 2025-11-07 17:48:34,988 basehttp 269188 272612 "GET /tests/groups/view/ HTTP/1.1" 200 17842
INFO 2025-11-07 17:48:36,096 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:36,101 basehttp 269188 272612 "GET /tests/groups/add/ HTTP/1.1" 200 16581
INFO 2025-11-07 17:48:42,687 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:42,693 views 269188 272612 Test group 'Group 4' created successfully.
INFO 2025-11-07 17:48:42,694 basehttp 269188 272612 "POST /tests/groups/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:48:42,702 views 269188 272612 User 'nadim' accessed test group list.
INFO 2025-11-07 17:48:42,708 basehttp 269188 272612 "GET /tests/groups/view/ HTTP/1.1" 200 18503
INFO 2025-11-07 17:48:43,542 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:43,547 basehttp 269188 272612 "GET /tests/groups/add/ HTTP/1.1" 200 16581
INFO 2025-11-07 17:48:49,425 views 269188 272612 User 'nadim' is creating a new test group.
INFO 2025-11-07 17:48:49,431 views 269188 272612 Test group 'Group 5' created successfully.
INFO 2025-11-07 17:48:49,432 basehttp 269188 272612 "POST /tests/groups/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:48:49,441 views 269188 272612 User 'nadim' accessed test group list.
INFO 2025-11-07 17:48:49,448 basehttp 269188 272612 "GET /tests/groups/view/ HTTP/1.1" 200 19164
INFO 2025-11-07 17:48:56,334 basehttp 269188 272612 "GET /tests/methods/ HTTP/1.1" 200 15809
INFO 2025-11-07 17:48:56,365 basehttp 269188 272612 "GET /static/bootstrap%20css/fontawesome-free-7.1.0-web/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 18988
INFO 2025-11-07 17:48:58,844 views 269188 272612 User 'nadim' adding new method.
INFO 2025-11-07 17:48:58,871 basehttp 269188 272612 "GET /tests/methods/add/ HTTP/1.1" 200 17723
INFO 2025-11-07 17:49:11,491 views 269188 272612 User 'nadim' adding new method.
INFO 2025-11-07 17:49:11,497 views 269188 272612 Method 'Method 1' created successfully.
INFO 2025-11-07 17:49:11,498 basehttp 269188 272612 "POST /tests/methods/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:49:11,518 basehttp 269188 272612 "GET /tests/methods/ HTTP/1.1" 200 16777
INFO 2025-11-07 17:49:13,245 views 269188 272612 User 'nadim' adding new method.
INFO 2025-11-07 17:49:13,277 basehttp 269188 272612 "GET /tests/methods/add/ HTTP/1.1" 200 17723
INFO 2025-11-07 17:49:19,671 views 269188 272612 User 'nadim' adding new method.
INFO 2025-11-07 17:49:19,676 views 269188 272612 Method 'Method 2' created successfully.
INFO 2025-11-07 17:49:19,677 basehttp 269188 272612 "POST /tests/methods/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:49:19,692 basehttp 269188 272612 "GET /tests/methods/ HTTP/1.1" 200 17716
INFO 2025-11-07 17:49:30,967 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:49:31,023 basehttp 269188 272612 "GET /tests/add/ HTTP/1.1" 200 20093
INFO 2025-11-07 17:49:55,498 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:49:55,505 views 269188 272612 Test 'Test1' created successfully.
INFO 2025-11-07 17:49:55,507 basehttp 269188 272612 "POST /tests/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:49:55,539 basehttp 269188 272612 "GET /tests/view/ HTTP/1.1" 200 16873
INFO 2025-11-07 17:49:59,241 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:49:59,250 basehttp 269188 272612 "GET /tests/add/ HTTP/1.1" 200 20093
INFO 2025-11-07 17:50:20,526 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:50:20,532 views 269188 272612 Test 'Test2' created successfully.
INFO 2025-11-07 17:50:20,533 basehttp 269188 272612 "POST /tests/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:50:20,551 basehttp 269188 272612 "GET /tests/view/ HTTP/1.1" 200 17716
INFO 2025-11-07 17:50:22,356 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:50:22,361 basehttp 269188 272612 "GET /tests/add/ HTTP/1.1" 200 20093
INFO 2025-11-07 17:50:50,491 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:50:50,498 views 269188 272612 Test 'Test3' created successfully.
INFO 2025-11-07 17:50:50,499 basehttp 269188 272612 "POST /tests/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:50:50,520 basehttp 269188 272612 "GET /tests/view/ HTTP/1.1" 200 18561
INFO 2025-11-07 17:50:53,713 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:50:53,720 basehttp 269188 272612 "GET /tests/add/ HTTP/1.1" 200 20093
INFO 2025-11-07 17:51:22,493 views 269188 272612 User 'nadim' adding new test.
INFO 2025-11-07 17:51:22,500 views 269188 272612 Test 'Test4' created successfully.
INFO 2025-11-07 17:51:22,502 basehttp 269188 272612 "POST /tests/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:51:22,527 basehttp 269188 272612 "GET /tests/view/ HTTP/1.1" 200 19406
INFO 2025-11-07 17:51:27,892 views 269188 272612 Adding new patient - User: nadim
INFO 2025-11-07 17:51:27,972 basehttp 269188 272612 "GET /patient/add/ HTTP/1.1" 200 38325
INFO 2025-11-07 17:52:01,397 basehttp 269188 272612 "GET /patient/get-tests/1/ HTTP/1.1" 200 100
INFO 2025-11-07 17:52:04,054 basehttp 269188 272612 "GET /patient/get-tests/2/ HTTP/1.1" 200 96
INFO 2025-11-07 17:52:05,034 basehttp 269188 272612 "GET /patient/get-tests/3/ HTTP/1.1" 200 98
INFO 2025-11-07 17:52:05,733 basehttp 269188 272612 "GET /patient/get-tests/4/ HTTP/1.1" 200 98
INFO 2025-11-07 17:52:06,522 basehttp 269188 272612 "GET /patient/get-tests/5/ HTTP/1.1" 200 2
INFO 2025-11-07 17:52:58,155 views 269188 272612 Adding new patient - User: nadim
INFO 2025-11-07 17:52:58,161 views 269188 272612 Patient created successfully - ID: 1, Name: Patient 1
INFO 2025-11-07 17:52:58,190 views 269188 272612 Patient creation completed - ID: 1
INFO 2025-11-07 17:52:58,191 basehttp 269188 272612 "POST /patient/add/ HTTP/1.1" 302 0
INFO 2025-11-07 17:52:58,225 basehttp 269188 272612 "GET /patient/view/ HTTP/1.1" 200 16904
INFO 2025-11-07 17:53:07,289 basehttp 269188 272612 "GET /doctor/doctor-ledger/ HTTP/1.1" 200 16177
INFO 2025-11-07 17:53:13,587 basehttp 269188 272612 "GET /doctor/doctor-ledger/1/ HTTP/1.1" 200 19098
INFO 2025-11-07 17:53:16,438 views 269188 272612 Adding transaction for doctor 1 - User: nadim
ERROR 2025-11-07 17:53:16,511 basehttp 269188 272612 "GET /doctor/doctor-ledger/1/add-transaction/ HTTP/1.1" 500 68840
INFO 2025-11-07 17:57:32,928 autoreload 269188 269192 C:\Users\Lenovo\Desktop\Project\Pathosoft v 1.2.16\doctor\views.py changed, reloading.
INFO 2025-11-07 17:57:33,441 autoreload 283876 283880 Watching for file changes with StatReloader
INFO 2025-11-07 17:58:13,556 views 283876 284352 Adding transaction for doctor 1 - User: nadim
INFO 2025-11-07 17:58:13,630 basehttp 283876 284352 "GET /doctor/doctor-ledger/1/add-transaction/ HTTP/1.1" 200 17183
INFO 2025-11-07 17:58:13,647 basehttp 283876 284360 "GET /static/css/index.css HTTP/1.1" 200 3909
INFO 2025-11-07 17:58:13,648 basehttp 283876 284368 "GET /static/css/base.css HTTP/1.1" 200 3413
INFO 2025-11-07 17:58:13,648 basehttp 283876 284364 "GET /static/css/changepass.css HTTP/1.1" 200 2209
INFO 2025-11-07 17:58:13,650 basehttp 283876 284356 "GET /static/bootstrap%20css/fontawesome-free-7.1.0-web/css/all.min.css HTTP/1.1" 200 74320
INFO 2025-11-07 17:58:13,652 basehttp 283876 284364 "GET /static/css/form-style.css HTTP/1.1" 200 3178
INFO 2025-11-07 17:58:13,654 basehttp 283876 284352 "GET /static/bootstrap%20css/bootstrap.min.css HTTP/1.1" 200 232803
INFO 2025-11-07 17:58:13,655 basehttp 283876 284372 "GET /static/offlinejs/chart.js HTTP/1.1" 200 208522
INFO 2025-11-07 17:58:13,656 basehttp 283876 284364 "GET /static/images/nadimdp.jpg HTTP/1.1" 200 15675
INFO 2025-11-07 17:58:13,663 basehttp 283876 284364 "GET /static/offlinejs/bootstrap.bundle.min.js HTTP/1.1" 200 80721
INFO 2025-11-07 17:58:13,664 basehttp 283876 284352 "GET /static/js/changepass.js HTTP/1.1" 200 709
INFO 2025-11-07 17:58:13,664 basehttp 283876 284372 "GET /static/js/index.js HTTP/1.1" 200 2062
INFO 2025-11-07 17:58:13,667 basehttp 283876 284368 "GET /static/images/lab.png HTTP/1.1" 200 944123
INFO 2025-11-07 17:58:13,668 basehttp 283876 284352 "GET /static/bootstrap%20css/fontawesome-free-7.1.0-web/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 113152
WARNING 2025-11-07 17:58:13,701 basehttp 283876 284352 "GET /favicon.ico HTTP/1.1" 404 6837
INFO 2025-11-07 17:58:23,292 basehttp 283876 284352 "GET /doctor/doctor-ledger/1/ HTTP/1.1" 200 19098
INFO 2025-11-07 17:58:23,308 basehttp 283876 284352 "GET /static/css/lab_list.css HTTP/1.1" 304 0
INFO 2025-11-07 17:58:29,449 views 283876 284352 Adding transaction for doctor 1 - User: nadim
INFO 2025-11-07 17:58:29,454 basehttp 283876 284352 "GET /doctor/doctor-ledger/1/add-transaction/ HTTP/1.1" 200 17183
INFO 2025-11-07 17:58:37,331 views 283876 284352 Adding transaction for doctor 1 - User: nadim
INFO 2025-11-07 17:58:37,341 views 283876 284352 Transaction added successfully for doctor 1 - Amount: 83
INFO 2025-11-07 17:58:37,342 basehttp 283876 284352 "POST /doctor/doctor-ledger/1/add-transaction/ HTTP/1.1" 302 0
INFO 2025-11-07 17:58:37,357 basehttp 283876 284352 "GET /doctor/doctor-ledger/1/ HTTP/1.1" 200 19429
INFO 2025-11-07 17:58:52,310 basehttp 283876 284352 "GET /patient/view/ HTTP/1.1" 200 16634
INFO 2025-11-07 17:59:04,931 basehttp 283876 284352 "GET /doctor/doctor-ledger/ HTTP/1.1" 200 16178
INFO 2025-11-07 17:59:11,905 basehttp 283876 284352 "GET /patient/view/ HTTP/1.1" 200 16634
INFO 2025-11-07 17:59:15,327 views 283876 284352 Editing patient 1 - User: nadim
INFO 2025-11-07 17:59:15,402 basehttp 283876 284352 "GET /patient/edit/1/ HTTP/1.1" 200 44619
INFO 2025-11-07 17:59:24,369 views 283876 284352 Updating test 3 via AJAX - User: nadim
INFO 2025-11-07 17:59:24,382 views 283876 284352 Test 3 updated successfully via AJAX
INFO 2025-11-07 17:59:24,383 basehttp 283876 284352 "POST /tests/update_test_ajax/3/ HTTP/1.1" 200 17
INFO 2025-11-07 17:59:24,518 views 283876 284352 Updating test 3 via AJAX - User: nadim
INFO 2025-11-07 17:59:24,523 views 283876 284352 Test 3 updated successfully via AJAX
INFO 2025-11-07 17:59:24,524 basehttp 283876 284352 "POST /tests/update_test_ajax/3/ HTTP/1.1" 200 17
INFO 2025-11-07 17:59:24,691 views 283876 284352 Updating test 3 via AJAX - User: nadim
INFO 2025-11-07 17:59:24,695 views 283876 284352 Test 3 updated successfully via AJAX
